event_id,building_name,full_address,address_id
2435,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2446,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2448,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2449,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2452,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2453,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2455,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2456,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2457,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2465,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2466,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2488,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2477,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2484,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2490,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2491,Cameron Bandshell,"Cameron Bandshell, 250 Bridge Way, Victoria, BC V8V 2P2",12629
2287,Centennial Square,"Centennial Square, 1 Centennial Square, Victoria, BC V8W 1P5",12630
2288,Centennial Square,"Centennial Square, 1 Centennial Square, Victoria, BC V8W 1P5",12630
2289,Centennial Square,"Centennial Square, 1 Centennial Square, Victoria, BC V8W 1P5",12630
2290,Centennial Square,"Centennial Square, 1 Centennial Square, Victoria, BC V8W 1P5",12630
2330,Centennial Square,"Centennial Square, 1 Centennial Square, Victoria, BC V8W 1P5",12630
2334,Centennial Square,"Centennial Square, 1 Centennial Square, Victoria, BC V8W 1P5",12630
2331,Centennial Square,"Centennial Square, 1 Centennial Square, Victoria, BC V8W 1P5",12630
2332,Centennial Square,"Centennial Square, 1 Centennial Square, Victoria, BC V8W 1P5",12630
2333,Centennial Square,"Centennial Square, 1 Centennial Square, Victoria, BC V8W 1P5",12630
2335,Centennial Square,"Centennial Square, 1 Centennial Square, Victoria, BC V8W 1P5",12630
2336,Centennial Square,"Centennial Square, 1 Centennial Square, Victoria, BC V8W 1P5",12630
2337,Centennial Square,"Centennial Square, 1 Centennial Square, Victoria, BC V8W 1P5",12630
2380,Colwood City Hall,"Colwood City Hall, 3300 Wishart Rd, Victoria, BC V9C 1R1",12631
2482,Colwood City Hall,"Colwood City Hall, 3300 Wishart Rd, Victoria, BC V9C 1R1",12631
